Н-23753;;Подъезд к деревне Лапинцы от автомобильной дороги Н-8249 Киевец – Маньковщина – Бакшты;relation адсутнічае
Н-23754;;Подъезд к деревне Сазоновщина от автомобильной дороги Н-8249 Киевец – Маньковщина – Бакшты;relation адсутнічае
Н-23755;;Подъезд к деревне Сороки от автомобильной дороги Н-8249 Киевец – Маньковщина – Бакшты;relation адсутнічае
Н-23756;;Подъезд к деревне Новоселки Есьмановские от автомобильной дороги Н-8249 Киевец – Маньковщина – Бакшты;relation адсутнічае
Н-23757;;Подъезд к деревне Тябуты от автомобильной дороги Н-8251 Лужаны – Сугвозды – Дубовцы;relation адсутнічае
Н-23758;;Подъезд к деревне Лосокино от автомобильной дороги Н-8251 Лужаны – Сугвозды – Дубовцы;relation адсутнічае
Н-23759;;Выгоничи – Сидоровцы;relation адсутнічае
Н-23760;;Подъезд к деревне Голобурды от автомобильной дороги Н-8253 Падневичи – Судники – Галимцы;relation адсутнічае
Н-23761;;Подъезд к деревне Адамки от автомобильной дороги Н-8254 Ивенец – Сивица – Яцково-Замостные – Белокорец;relation адсутнічае
Н-23763;;Подъезд к деревне Рудня от автомобильной дороги Н-8254 Ивенец – Сивица – Яцково-Замостные – Белокорец;relation адсутнічае
Н-23765;;Подъезд к кладбищу деревни Яцково-Кончане от автомобильной дороги Н-8254 Ивенец – Сивица – Яцково-Замостные – Белокорец;relation адсутнічае
Н-23766;;Подъезд к деревне Стецки от автомобильной дороги Н-8255 Корабли – Гиревичи – Раков;relation адсутнічае
Н-23767;;Подъезд к деревне Новый Двор от автомобильной дороги Н-8255 Корабли – Гиревичи – Раков;relation адсутнічае
Н-23768;;Подъезд к деревне Кречевцы от автомобильной дороги Н-8255 Корабли – Гиревичи – Раков;relation адсутнічае
Н-23769;;Подъезд к деревне Залесье от автомобильной дороги Н-8255 Корабли – Гиревичи – Раков;relation адсутнічае
Н-23770;;Подъезд к деревне Лабы от автомобильной дороги Н-8255 Корабли – Гиревичи – Раков;relation адсутнічае
Н-23771;;Подъезд к деревне Мацевичи от автомобильной дороги Н-8255 Корабли – Гиревичи – Раков;relation адсутнічае
Н-23772;;Подъезд к деревне Моньки от автомобильной дороги Н-8255 Корабли – Гиревичи – Раков;relation адсутнічае
Н-23773;;Подъезд к деревне Поморщина от автомобильной дороги Н-8256 Раков – Курдуны – Боровиковщина;relation адсутнічае
Н-23774;;Подъезд к больнице агрогородка Раков от автомобильной дороги Н-23773 Подъезд к деревне Поморщина от автомобильной дороги Н-8256 Раков – Курдуны – Боровиковщина;relation адсутнічае
Н-23775;;Подъезд к комплексу детских здравниц от автомобильной дороги Н-8256 Раков – Курдуны – Боровиковщина;relation адсутнічае
Н-23776;;Подъезд к деревне Лесковка от автомобильной дороги Н-8256 Раков – Курдуны – Боровиковщина;relation адсутнічае
Н-23777;;Подъезд к деревне Казаки от автомобильной дороги Н-8256 Раков – Курдуны – Боровиковщина;relation адсутнічае
Н-23778;;Подъезд к деревне Мешкути от автомобильной дороги Н-8256 Раков – Курдуны – Боровиковщина;relation адсутнічае
Н-23779;;Подъезд к больнице агрогородка Першаи от автомобильной дороги Н-8257 Першаи – Бобровичи;relation адсутнічае
Н-23780;;Подъезд к деревне Чеховщина от автомобильной дороги Н-8257 Першаи – Бобровичи;relation адсутнічае
Н-23781;;Подъезд к деревне Огородники от автомобильной дороги Н-8257 Першаи – Бобровичи;relation адсутнічае
Н-23782;;Подъезд к деревне Баньково от автомобильной дороги Н-8257 Першаи – Бобровичи;relation адсутнічае
Н-23783;;Подъезд к деревне Ведерники от автомобильной дороги Н-8257 Першаи – Бобровичи;relation адсутнічае
Н-23784;;Подъезд к кладбищу агрогородка Бобровичи от автомобильной дороги Н-8257 Першаи – Бобровичи;relation адсутнічае
Н-23785;;Подъезд к деревне Перовщина от автомобильной дороги Н-8258 Першаи – Мишаны – Падневичи;relation адсутнічае
Н-23786;;Подъезд к деревне Лещевцы от автомобильной дороги Н-8259 Лещатка – Семерники;relation адсутнічае
Н-23787;;Подъезд к деревне Романовщина от автомобильной дороги Н-8261 Нелюбы – Доры – Слобода – Яршевичи;relation адсутнічае
Н-23789;;Подъезд к деревне Журавцы от автомобильной дороги Н-8262 Воложин – Вишнево – Клим;relation адсутнічае
Н-23790;;Подъезд к деревне Замостяны от автомобильной дороги Н-8262 Воложин – Вишнево – Клим;relation адсутнічае
Н-23791;;Подъезд к деревне Климы от автомобильной дороги Н-8262 Воложин – Вишнево – Клим;relation адсутнічае
Н-23792;;Подъезд к деревне Янишки от автомобильной дороги Н-8262 Воложин – Вишнево – Клим;relation адсутнічае
Н-23793;;Подъезд к деревне Видейковщина от автомобильной дороги Н-8264 Зофиново – Лютошь;relation адсутнічае
Н-23794;;Подъезд к деревне Застенок Скриплево от автомобильной дороги Н-8265 Городечно – Ганьковичи;relation адсутнічае
Н-23795;;Подъезд к деревне Стюденец-Заречная от автомобильной дороги Н-8266 Кащеличи – Лоск;relation адсутнічае
Н-23796;;Подъезд к деревне Мехи от автомобильной дороги Н-8267 Рудники – Поти – Ворони;relation адсутнічае
Н-23797;;Подъезд к деревне Шальтины от автомобильной дороги Н-8268 Граница Гродненской области – станция Богданов;relation адсутнічае
Н-23798;;Подъезд к деревне Рымовичи от автомобильной дороги Н-8268 Граница Гродненской области – станция Богданов;relation адсутнічае
Н-23799;;Подъезд к деревне Селищи от автомобильной дороги Н-8268 Граница Гродненской области – станция Богданов;relation адсутнічае
Н-23800;;Подъезд к деревне Гута от автомобильной дороги Н-8268 Граница Гродненской области – станция Богданов;relation адсутнічае
Н-23801;;Подъезд к деревне Сантоки от автомобильной дороги Н-8268 Граница Гродненской области – станция Богданов;relation адсутнічае
Н-23802;;Подъезд к деревне Ткачи от автомобильной дороги Н-8270 Замостяны – Родники – Покути;relation адсутнічае
Н-23803;;Подъезд к деревне Захажево от автомобильной дороги Н-8271 Тябуты – Лесники;relation адсутнічае
Н-23804;;Подъезд к деревне Яцевщина от автомобильной дороги Н-8273 Пережери – Ратынцы;relation адсутнічае
Н-23805;;Подъезд к деревне Сидоровцы от автомобильной дороги Н-8273 Пережери – Ратынцы;relation адсутнічае
Н-23807;;Подъезд к деревне Гирбинята от автомобильной дороги Н-8275 Подберезь – Аляново – Гирбинята;relation адсутнічае
Н-23808;;Подъезд к деревне Дуды от автомобильной дороги Н-8275 Подберезь – Аляново – Гирбинята;relation адсутнічае
Н-23809;;Подъезд к деревне Пуни от автомобильной дороги Н-8275 Подберезь – Аляново – Гирбинята;relation адсутнічае
Н-23810;;Подъезд к деревне Голеново-Хуторская от автомобильной дороги Н-8275 Подберезь – Аляново – Гирбинята;relation адсутнічае
Н-23811;;Подъезд к деревне Заречная от автомобильной дороги Н-8278 Богданово – Яхимовщина;relation адсутнічае
Н-23812;;Подъезд к деревне Праца от автомобильной дороги Н-8278 Богданово – Яхимовщина;relation адсутнічае
Н-23813;;Подъезд к деревне Вербовцы от автомобильной дороги Н-8279 Татарские – Пугачи – Есьмановцы;relation адсутнічае
Н-23814;;Подъезд к деревне Печевщина от автомобильной дороги Н-8280 Ольшанка – Войштовичи;relation адсутнічае
Н-23815;;Подъезд к деревне Новиковщина от автомобильной дороги Н-8286 Родники – Хомичи – Пряльники;relation адсутнічае
Н-23816;;Подъезд к деревне Ровковичи от автомобильной дороги Н-8292 Славенск – Алещенята – Неровы;relation адсутнічае
Н-23817;;Подъезд к деревне Осиновица от автомобильной дороги Н-8293 Малое Запрудье – Слобода;relation адсутнічае
Н-23818;;Подъезд к деревне Кражино от автомобильной дороги Н-8294 Кражино – Петрашунцы;relation адсутнічае
Н-23819;;Подъезд к деревне Шикути от автомобильной дороги Н-8298 Замостяны – Мейшты;relation адсутнічае
Н-23827;;Подъезд к деревне Новоселки от автомобильной дороги Н-8302 Маньковщина – Суши;relation адсутнічае
Н-23828;;Подъезд к деревне Прудники Низовые от автомобильной дороги Н-8311 Чертовичи – Вялец;relation адсутнічае
Н-23829;;Подъезд к садоводческому товариществу «Верасок» от автомобильной дороги Н-8314 Гиревичи – Костюки – садоводческое товарищество «Витамин»;relation адсутнічае
Н-23830;;Подъезд к деревне Нарковщина от автомобильной дороги Н-8317 Десятники – Котевщина;relation адсутнічае
Н-23831;;Подъезд к деревне Легезы от автомобильной дороги Н-8320 Русаки – Бокачи;relation адсутнічае
Н-23832;;Подъезд к деревне Добрая Земля от автомобильной дороги Н-8322 Подберезь – Ластоянцы;relation адсутнічае
Н-23833;;Подъезд к деревне Волковщина от автомобильной дороги Н-8324 Малые Кривичи – Великие Кривичи;relation адсутнічае
Н-23834;;Подъезд к деревне Загорцы от автомобильной дороги Н-8328 Замостяны – Провжалы;relation адсутнічае
Н-23842;;Подъезд к деревне Адамовцы от автомобильной дороги Н-8336 Яршевичи – Адамовцы – Глеи;relation адсутнічае
Н-23843;;Подъезд к больнице агрогородка Дворище от автомобильной дороги Н-8361 Фаниполь – Дворище – Плашево;relation адсутнічае
Н-23844;;Подъезд к деревне Пацки от автомобильной дороги Н-8362 Гриньково – Чики – Шпильки;relation адсутнічае
Н-23845;;Подъезд к деревне Лабоды от автомобильной дороги Н-8363 Черкассы – Витовка – Павелково;relation адсутнічае
Н-23847;;Подъезд к деревне Мазуры от автомобильной дороги Н-8365 Фаниполь – Победное;relation адсутнічае
Н-23848;;Подъезд к садоводческому товариществу «Бруморовщина» от автомобильной дороги Н-8365 Фаниполь – Победное;relation адсутнічае
Н-23849;;Подъезд к кладбищу деревни Курганье от автомобильной дороги Н-8368 Суходолы – Боровики – Гореновка;relation адсутнічае
Н-23850;;Подъезд к деревне Старище от автомобильной дороги Н-8369 Рубилки – Боровики – Козлы – Басмановка;relation адсутнічае
Н-23851;;Подъезд к кладбищу деревни Козлы от автомобильной дороги Н-8369 Рубилки – Боровики – Козлы – Басмановка;relation адсутнічае
Н-23852;;Подъезд к деревне Подсосонье от автомобильной дороги Н-8370 Фаниполь – Бережа – Моровщина;relation адсутнічае
Н-23853;;Подъезд к садоводческому товариществу «Аграрник» от автомобильной дороги Н-8370 Фаниполь – Бережа – Моровщина;relation адсутнічае
Н-23854;;Подъезд к железнодорожному остановочному пункту «Пятигорье» от автомобильной дороги Н-8370 Фаниполь – Бережа – Моровщина;relation адсутнічае
Н-23864;;Подъезд к деревне Ленино от автомобильной дороги Н-8375 Дзержинск – Ляховичи – Плоское;relation адсутнічае
Н-23865;;Подъезд к деревне Войтовка-2 от автомобильной дороги Н-8375 Дзержинск – Ляховичи – Плоское;relation адсутнічае
Н-23866;;Подъезд к деревне Писаревщина от автомобильной дороги Н-8376 Ляховичи – Колодники;relation адсутнічае
Н-23867;;Подъезд к кладбищу деревни Колодники от автомобильной дороги Н-8376 Ляховичи – Колодники;relation адсутнічае
Н-23868;;Подъезд к деревне Булынщина от автомобильной дороги Н-8377 Гарбузы – Старина – Пожежино – Лихачевщина;relation адсутнічае
Н-23869;;Подъезд к садоводческому товариществу «Жилищник» от автомобильной дороги Н-8377 Гарбузы – Старина – Пожежино – Лихачевщина;relation адсутнічае
Н-23874;;Подъезд к деревне Турьяково от автомобильной дороги Н-8381 Дзержинск – Рубежевичи;relation адсутнічае
Н-23875;;Подъезд к деревне Пеняка от автомобильной дороги Н-8381 Дзержинск – Рубежевичи;relation адсутнічае
Н-23876;;Подъезд к садоводческому товариществу «Свитанок» от автомобильной дороги Н-8381 Дзержинск – Рубежевичи;relation адсутнічае
Н-23877;;Подъезд к деревне Волка от автомобильной дороги Н-8381 Дзержинск – Рубежевичи;relation адсутнічае
Н-23878;;Подъезд к деревне Кулики от автомобильной дороги Н-8381 Дзержинск – Рубежевичи;relation адсутнічае
Н-23879;;Подъезд к посёлку Лучицы от автомобильной дороги Н-8381 Дзержинск – Рубежевичи;relation адсутнічае
Н-23880;;Подъезд к садоводческому товариществу «Купалинка» от автомобильной дороги Н-8382 Павловщина – Мостище – садоводческое товарищество «Технолог»;relation адсутнічае
Н-23881;;Подъезд к деревне Каменка от автомобильной дороги Н-8382 Павловщина – Мостище – садоводческое товарищество «Технолог»;relation адсутнічае
Н-23882;;Подъезд к кладбищу деревни Павловщина от автомобильной дороги Н-8382 Павловщина – Мостище – садоводческое товарищество «Технолог»;relation адсутнічае
Н-23891;;Подъезд к кладбищу деревни Мощёное от автомобильной дороги Н-8389 Мощёное – Гаёвка;relation адсутнічае
Н-23892;;Подъезд к деревне Поедынково от автомобильной дороги Н-8390 Большие Новосёлки – Гарутишки – Перетятки – Воловники;relation адсутнічае
Н-23893;;Подъезд к хутору Шитолевщина от автомобильной дороги Н-8390 Большие Новосёлки – Гарутишки – Перетятки – Воловники;relation адсутнічае
Н-23894;;Подъезд к деревне Юхновичи от автомобильной дороги Н-8392 Липки – Наквасы – Великое Село – Телешевичи – Рубежевичи;relation адсутнічае
Н-23895;;Подъезд к деревне Денисовщина от автомобильной дороги Н-8393 Путчино – Якуты – Тюхаи;relation адсутнічае
Н-23896;;Подъезд к деревне Ласицковщина от автомобильной дороги Н-8393 Путчино – Якуты – Тюхаи;relation адсутнічае
Н-23897;;Подъезд к посёлку Татарщина от автомобильной дороги Н-8393 Путчино – Якуты – Тюхаи;relation адсутнічае
Н-23898;;Подъезд к деревне Гринкевичи от автомобильной дороги Н-8393 Путчино – Якуты – Тюхаи;relation адсутнічае
Н-23899;;Подъезд к парку активного отдыха «Якутские горы» от автомобильной дороги Н-8393 Путчино – Якуты – Тюхаи;relation адсутнічае
Н-23901;;Подъезд к деревне Красное от автомобильной дороги Н-8397 Победное – Сакольщина – Красное – Скворцы – Добринёво;relation адсутнічае
Н-23902;;Подъезд к деревне Юнцевщина от автомобильной дороги Н-8397 Победное – Сакольщина – Красное – Скворцы – Добринёво;relation адсутнічае
Н-23903;;Подъезд к деревне Василевщина от автомобильной дороги Н-8398 Волма – Суртины – Василевщина;relation адсутнічае
Н-23904;;Подъезд к деревне Щепки от автомобильной дороги Н-8399 Янковцы – Химороды;relation адсутнічае
Н-23905;;Подъезд к агрогородку Волма от автомобильной дороги Н-8401 Волма – Волмечка – Падеричи;relation адсутнічае
Н-23907;;Подъезд к кладбищу деревни Демидовичи от автомобильной дороги Н-8403 Юцки – Демидовичи – Шпильки;relation адсутнічае
Н-23908;;Подъезд к кладбищу деревни Поусье от автомобильной дороги Н-8404 Юцки – Поусье;relation адсутнічае
Н-23909;;Подъезд к деревне Вызволенье от автомобильной дороги Н-8405 Юцки – Новосады – Чирвоная Смена;relation адсутнічае
Н-23910;;Подъезд к деревне Пионино от автомобильной дороги Н-8405 Юцки – Новосады – Чирвоная Смена;relation адсутнічае
Н-23911;;Подъезд к деревне Шабуневщина от автомобильной дороги Н-8406 Победное – Томковичи – Владимирово – Шабуневщина;relation адсутнічае
Н-23912;;Подъезд к кладбищу агрогородка Томковичи от автомобильной дороги Н-8406 Победное – Томковичи – Владимирово – Шабуневщина;relation адсутнічае
Н-23913;;Подъезд к деревне Дежки от автомобильной дороги Н-8407 Гореновка – Жаки;relation адсутнічае
Н-23914;;Подъезд к кладбищу деревни Жаки от автомобильной дороги Н-8407 Гореновка – Жаки;relation адсутнічае
Н-23915;;Подъезд к садоводческому товариществу «Молочник» от автомобильной дороги Н-8408 Негорелое – Микуличи – Безодница – Малая Шатановщина;relation адсутнічае
Н-23916;;Подъезд к деревне Яново от автомобильной дороги Н-8410 Дягильно – Костевичи;relation адсутнічае
Н-23917;;Подъезд к кладбищу деревни Дягильно от автомобильной дороги Н-8410 Дягильно – Костевичи;relation адсутнічае
Н-23918;;Подъезд к деревне Сивожанка от автомобильной дороги Н-8412 Гарбузы – Рябцевщина – Веселый Угол;relation адсутнічае
Н-23919;;Подъезд к деревне Пеньковичи от автомобильной дороги Н-8412 Гарбузы – Рябцевщина – Веселый Угол;relation адсутнічае
Н-23920;;Подъезд к садоводческому товариществу «Мичуринец» от автомобильной дороги Н-8425 Дзержинск – Клыповщина – Микуличи;relation адсутнічае
Н-23921;;Подъезд к деревне Бобровка от автомобильной дороги Н-8435 Ярошовка – Малые Новосёлки – Большие Новосёлки – Розовка;relation адсутнічае
Н-23922;;Подъезд к кладбищу деревни Крыловичи от автомобильной дороги Н-8435 Ярошовка – Малые Новосёлки – Большие Новосёлки – Розовка;relation адсутнічае
Н-23923;;Подъезд к садоводческому товариществу «Энергия» от автомобильной дороги Н-8437 Волка – Шабуневка – Андриевщина – Полоневичи;relation адсутнічае
Н-23924;;Подъезд к деревне Булынки от автомобильной дороги Н-8441 Булынки – Довнары – Кули;relation адсутнічае
Н-23925;;Подъезд к деревне Кукшевичи от автомобильной дороги Н-8444 Малиновка – Кукшевичи – Цветково;relation адсутнічае
Н-23926;;Подъезд к садоводческому товариществу «Усса» от автомобильной дороги Н-8445 Каменка – садоводческое товарищество «Звездочка»;relation адсутнічае
Н-23927;;Подъезд к садоводческому товариществу «Дубок» от автомобильной дороги Н-8446 Мостище – садоводческое товарищество «Лесная поляна»;relation адсутнічае
Н-23928;;Подъезд к садоводческому товариществу «Зеленый бор» от автомобильной дороги Н-8446 Мостище – садоводческое товарищество «Лесная поляна»;relation адсутнічае
Н-23931;;Подъезд к деревне Волковичи от автомобильной дороги Н-9047 Атолино – Гричино;relation адсутнічае
Н-23932;;Подъезд к РИЗ «Волковичи» от автомобильной дороги Н-9047 Атолино – Гричино;relation адсутнічае
Н-23933;;Подъезд к кладбищу агрогородка Гричино от автомобильной дороги Н-9047 Атолино – Гричино;relation адсутнічае
Н-23944;;Подъезд к садоводческому товариществу «Лесное» от автомобильной дороги Н-23942 Подъезд к агрогородку Негорелое от автомобильной дороги Н-9531 Смолевичи – Самохваловичи – Негорелое;relation адсутнічае
Н-23946;;Подъезд к деревне Ковшово от автомобильной дороги Н-8243 Ивенец – Волма – Вертники;relation адсутнічае
Н-23947;;Подъезд к деревне Антоновщина от автомобильной дороги Н-8243 Ивенец – Волма – Вертники;relation адсутнічае
Н-23948;;Подъезд к горе Дзержинская от автомобильной дороги Н-8243 Ивенец – Волма – Вертники;relation адсутнічае
Н-23949;;Подъезд к историческому памятнику истории и культуры от автомобильной дороги Н-8252 Раков – Волма;relation адсутнічае
Н-23950;;Подъезд к деревне Свидовщина от автомобильной дороги Н-8252 Раков – Волма;relation адсутнічае
Н-23951;;Подъезд к больнице от автомобильной дороги Н-23950 Подъезд к деревне Свидовщина от автомобильной дороги Н-8252 Раков – Волма;relation адсутнічае
Н-23983;;Подъезд к деревне Лисовщина от автомобильной дороги Н-8424 Хомичи – Лисовщина – Вязань;relation адсутнічае
Н-23984;;Подъезд к кладбищу города Дзержинска от автомобильной дороги Н-8410 Дягильно – Костевичи;relation адсутнічае
Н-23990;;Подъезд к агрогородку Морочь от автомобильной дороги Н-8462 Бабаевичи – Грицевичи – Колки – садоводческое товарищество «Озерное»;relation адсутнічае
Н-23991;;Подъезд к РИЗ СПК «Грицевичи» от автомобильной дороги Н-8462 Бабаевичи – Грицевичи – Колки – садоводческое товарищество «Озерное»;relation адсутнічае
Н-23992;;Подъезд к РИЗ СПК «Заостровечье» от автомобильной дороги Н-8462 Бабаевичи – Грицевичи – Колки – садоводческое товарищество «Озерное»;relation адсутнічае
Н-23993;;Подъезд к железнодорожному остановочному пункту «Зубки» от автомобильной дороги Н-8463 Клецк – Половковичи – Дубейки;relation адсутнічае
Н-23994;;Подъезд к автостанции от автомобильной дороги Н-8463 Клецк – Половковичи – Дубейки;relation адсутнічае
Н-23995;;Подъезд к РИЗ «Победоносный» от автомобильной дороги Н-8465 Клецк – Загорное;relation адсутнічае
Н-23996;;Подъезд к РИЗ РУСП «Племзавод Красная Звезда» от автомобильной дороги Н-8465 Клецк – Загорное;relation адсутнічае
Н-23997;;Подъезд к деревне Цеперка от автомобильной дороги Н-8469 Гуриновщина – Зерновая – Красная Звезда – Яновичи;relation адсутнічае
Н-23998;;Подъезд к деревне Тетеревец от автомобильной дороги Н-8472 Тетеревец – Кунцевщина – Заостровечье;relation адсутнічае
Н-23999;;Подъезд к агрогородку Заостровечье от автомобильной дороги Н-8477 Заостровечье – Староселье;relation адсутнічае
Н-24000;;Подъезд к деревне Староселье от автомобильной дороги Н-8479 Голынка – Драбовщина – Логновичи;relation адсутнічае
Н-24001;;Подъезд к РИЗ СПК «Грицевичи» от автомобильной дороги Н-8481 Орешница – Берецево;relation адсутнічае
Н-24002;;Подъезд к деревне Бобки от автомобильной дороги Н-8482 Новинки – Голынка;relation адсутнічае
Н-24003;;Подъезд к РИЗ СПК «Кухчицы» от автомобильной дороги Н-8488 Кухчицы – Мостиловичи – Туча;relation адсутнічае
Н-24004;;Подъезд к деревне Залешаны от автомобильной дороги Н-8490 Соловьи – Ефимовичи – Искры;relation адсутнічае
Н-24005;;Подъезд к упраздненному ГУО «Клецкий детский дом» от автомобильной дороги Н-8503 Домоткановичи – Степужичи – Липка;relation адсутнічае
Н-24006;;Подъезд № 1 к деревне Панкратовичи от автомобильной дороги Н-8513 Панкратовичи – железнодорожная станция Клецк;relation адсутнічае
Н-24007;;Подъезд № 2 к деревне Панкратовичи от автомобильной дороги Н-8513 Панкратовичи – железнодорожная станция Клецк;relation адсутнічае
Н-24024;;Подъезд к деревне Степужичи от автомобильной дороги Н-8503 Домоткановичи – Степужичи – Липка;relation адсутнічае
Н-24110;;Подъезд к кладбищу деревни Весёлое от автомобильной дороги Н-24108 Подъезд к деревне Весёлое от автомобильной дороги Н-8562 Тимковичи – Дегтяные – Летешин – Головачи – Кореневщина;relation адсутнічае
Н-24156;;Подъезд к деревне Гузовино от автомобильной дороги Н-8641 Шарнево – Прошика – Холопеничи;relation адсутнічае
Н-24157;;Подъезд к посёлку Язбы от автомобильной дороги Н-8641 Шарнево – Прошика – Холопеничи;relation адсутнічае
Н-24158;;Подъезд к деревне Язбы от автомобильной дороги Н-8641 Шарнево – Прошика – Холопеничи;relation адсутнічае
Н-24159;;Подъезд к деревне Лютые от автомобильной дороги Н-8641 Шарнево – Прошика – Холопеничи;relation адсутнічае
Н-24160;;Подъезд к деревне Старая Пересика от автомобильной дороги Н-8641 Шарнево – Прошика – Холопеничи;relation адсутнічае
Н-24162;;Подъезд к деревне Свиридовка от автомобильной дороги Н-8643 Ухвала – Матошка;relation адсутнічае
Н-24163;;Подъезд к деревне Матошка от автомобильной дороги Н-8643 Ухвала – Матошка;relation адсутнічае
Н-24164;;Подъезд к деревне Осечено от автомобильной дороги Н-8644 Осечено – Косеничи;relation адсутнічае
Н-24165;;Подъезд к деревне Бобрик от автомобильной дороги Н-8644 Осечено – Косеничи;relation адсутнічае
Н-24166;;Подъезд к деревне Косеничи № 1 от автомобильной дороги Н-8644 Осечено – Косеничи;relation адсутнічае
Н-24167;;Подъезд к деревне Косеничи № 2 от автомобильной дороги Н-8644 Осечено – Косеничи;relation адсутнічае
Н-24168;;Подъезд к деревне Косеничи № 3 от автомобильной дороги Н-8644 Осечено – Косеничи;relation адсутнічае
Н-24169;;Подъезд к деревне Ливаново от автомобильной дороги Н-8645 Крупки – Гапоновичи – Лозовка;relation адсутнічае
Н-24170;;Подъезд к деревне Маслёнка от автомобильной дороги Н-8645 Крупки – Гапоновичи – Лозовка;relation адсутнічае
Н-24171;;Подъезд к деревне Высокое от автомобильной дороги Н-8646 Язбы – Великие Хольневичи;relation адсутнічае
Н-24172;;Подъезд к агрогородку Колодница от автомобильной дороги Н-8646 Язбы – Великие Хольневичи;relation адсутнічае
Н-24173;;Подъезд к деревне Малиновка от автомобильной дороги Н-8646 Язбы – Великие Хольневичи;relation адсутнічае
Н-24174;;Подъезд к деревне Малые Хольневичи от автомобильной дороги Н-8646 Язбы – Великие Хольневичи;relation адсутнічае
Н-24175;;Подъезд к деревне Ганковка от автомобильной дороги Н-8647 Хотюхово – Версанка;relation адсутнічае
Н-24176;;Подъезд к деревне Заболотье от автомобильной дороги Н-8648 Новые Денисовичи – Шинки – Дубовое;relation адсутнічае
Н-24177;;Подъезд к деревне Осово от автомобильной дороги Н-8649 Хотюхово – Клён – Брище;relation адсутнічае
Н-24178;;Подъезд к садоводческому товариществу «Заровье» от автомобильной дороги Н-8650 Худовцы – Шейка – Заровье;relation адсутнічае
Н-24179;;Подъезд к деревне Октавия от автомобильной дороги Н-8651 Гапоновичи – Каменка – Октавия;relation адсутнічае
Н-24180;;Подъезд к деревне Лужа от автомобильной дороги Н-8651 Гапоновичи – Каменка – Октавия;relation адсутнічае
Н-24181;;Подъезд к деревне Шамки от автомобильной дороги Н-8653 Борки – Шамки – Мхерино-1;relation адсутнічае
Н-24182;;Подъезд к деревне Борки от автомобильной дороги Н-8653 Борки – Шамки – Мхерино-1;relation адсутнічае
Н-24183;;Подъезд к деревне Островки от автомобильной дороги Н-8655 Островки – Хватынка;relation адсутнічае
Н-24184;;Подъезд к деревне Синиченка от автомобильной дороги Н-8656 Замки – Кленовичи – Шатьки;relation адсутнічае
Н-24185;;Подъезд к деревне Заболотское от автомобильной дороги Н-8656 Замки – Кленовичи – Шатьки;relation адсутнічае
Н-24186;;Подъезд к деревне Липовец от автомобильной дороги Н-8656 Замки – Кленовичи – Шатьки;relation адсутнічае
Н-24187;;Подъезд к деревне Лутище от автомобильной дороги Н-8657 Слобода – Ломское;relation адсутнічае
Н-24188;;Подъезд к деревне Запутки от автомобильной дороги Н-8659 Топорище – Запутки;relation адсутнічае
Н-24189;;Подъезд к военному городку № 3 войсковой части 15697 от автомобильной дороги Н-8662 Крупки – Заровье;relation адсутнічае
Н-24190;;Подъезд к деревне Борок от автомобильной дороги Н-8665 Нача – Заполье;relation адсутнічае
Н-24191;;Подъезд к деревне Черноосово от автомобильной дороги Н-8667 Ухвала – Гумны – Узнаж;relation адсутнічае
Н-24192;;Подъезд к деревне Забеньково от автомобильной дороги Н-8668 Прусовщина – Ложки – Захаровка;relation адсутнічае
Н-24193;;Подъезд к деревне Малый Вязок от автомобильной дороги Н-8669 Выдрица – Малый Вязок;relation адсутнічае
Н-24194;;Подъезд к деревне Приклёнок от автомобильной дороги Н-8670 Докудово – Великие Жаберичи – Клён;relation адсутнічае
Н-24195;;Подъезд к деревне Клишино от автомобильной дороги Н-8671 Яновщина – Белые Борки – Малый Каменец;relation адсутнічае
Н-24196;;Подъезд к деревне Круглица от автомобильной дороги Н-8672 Узнацк – Старая Пересика – Осиновка;relation адсутнічае
Н-24197;;Подъезд к деревне Хаританцы от автомобильной дороги Н-8674 Колодница – Заборочье – Хаританцы – Язбы;relation адсутнічае
Н-24198;;Подъезд к деревне Козубец от автомобильной дороги Н-8676 Гута – Великое Осово;relation адсутнічае
Н-24199;;Подъезд к деревне Запрудье от автомобильной дороги Н-8676 Гута – Великое Осово;relation адсутнічае
Н-24200;;Подъезд к деревне Новые Щавры от автомобильной дороги Н-8676 Гута – Великое Осово;relation адсутнічае
Н-24201;;Подъезд к деревне Осовец от автомобильной дороги Н-8676 Гута – Великое Осово;relation адсутнічае
Н-24202;;Подъезд к деревне Малое Хотюхово от автомобильной дороги Н-8676 Гута – Великое Осово;relation адсутнічае
Н-24203;;Подъезд к деревне Трудовик от автомобильной дороги Н-8677 Матошка – Красный Пахарь;relation адсутнічае
Н-24204;;Подъезд к деревне Купленка от автомобильной дороги Н-8678 Ухвала – Купленка – Знаменская;relation адсутнічае
Н-24205;;Подъезд к деревне Соколовичи от автомобильной дороги Н-8680 Соколовичи – Чернявка – Бобр;relation адсутнічае
Н-24206;;Подъезд к деревне Чернявка от автомобильной дороги Н-8680 Соколовичи – Чернявка – Бобр;relation адсутнічае
Н-24207;;Подъезд к деревне Навесы от автомобильной дороги Н-8681 Соколовичи – Мочулище – Бобр;relation адсутнічае
