Н-13938;Подъездная дорога к аэроклубу имени А.М. Кулагина от автомобильной дороги Н-11010 Новое Пашково – Софиевка (от автомобильной дороги М-4 Минск – Могилев);9/122773
Н-13939;Подъезд к садоводческому товариществу «Гигиенист» от автомобильной дороги Н-11025 Речки – Волоки – Хатки (от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев);9/104900
Н-13940;Подъезд к садоводческому товариществу «Мелодия» от автомобильной дороги Н-11025 Речки – Волоки – Хатки (от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев);9/104900
Н-13941;Подъезд к деревне Речки-2 от автомобильной дороги Н-11025 Речки – Волоки – Хатки (от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев);9/104900
Н-13942;Подъезд к кладбищу деревни Хатки от автомобильной дороги Н-11025 Речки – Волоки – Хатки (от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев);9/104900
Н-13943;Подъезд к кладбищу деревни Куты от автомобильной дороги Н-11026 Куты – Будище – Хрипелево;9/104900
Н-13944;Подъезд к садоводческому товариществу «Бобровичи ПМК-268» от автомобильной дороги Н-11027 Бобровичи – Никитиничи;9/104900
Н-13945;Подъезд к кладбищу деревни Кисельки от автомобильной дороги Н-11029 Кисельки – Иванов Дворец (от автомобильной дороги Р-96 Могилев – Рясно – Мстиславль);9/104900
Н-13946;Подъезд к садоводческому товариществу «ПСК Стужица» от автомобильной дороги Н-11030 Недашево 1 – Стужица;9/104900
Н-13947;Подъезд к зданию Недашевской участковой больницы в деревне Недашево 1 от автомобильной дороги Н-11030 Недашево 1 – Стужица;9/104900
Н-13948;Подъезд к посёлку Сеньково от автомобильной дороги Н-11031 Коминтерн – Березовка;9/104900
Н-13949;Подъезд к садоводческому товариществу «Колосок» от автомобильной дороги Н-11031 Коминтерн – Березовка;9/104900
Н-13950;Подъезд к кладбищу деревни Софийск от автомобильной дороги Н-11032 Софийск – Акулинцы;9/104900
Н-13951;Подъезд к кладбищу деревни Акулинцы от автомобильной дороги Н-11032 Софийск – Акулинцы;9/104900
Н-13952;Подъезд к садоводческому товариществу «Росинка» от автомобильной дороги Н-11033 Браково – Лохва – Заболотье;9/104900
Н-13953;Подъезд к кладбищу деревни Бокотовка от автомобильной дороги Н-11034 Каменка – Бокотовка;9/104900
Н-13954;Подъезд к деревне Малое Запоточье от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13955;Подъезд к садоводческим товариществам «Автомобилист (УБОН)» и «Друть» от автомобильной дороги Н-13954 Подъезд к деревне Малое Запоточье от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13956;Подъезд к деревне Городище от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13957;Подъезд к кладбищу деревни Городище от автомобильной дороги Н-13956 Подъезд к деревне Городище от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13958;Подъезд к садоводческому товариществу «Дубок» от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13959;Подъезд к садоводческому товариществу «Оптимист» от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13960;Подъезд к кладбищу деревни Синюга от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13961;Подъезд к кладбищу деревни Большое Запоточье от автомобильной дороги Н-11039 Семукачи – железнодорожный остановочный пункт «Синюга» – Большое Запоточье;9/104900
Н-13962;Подъезд к деревне Брыли от автомобильной дороги Н-11040 Брыли – Малеевка;9/104900
Н-13963;Подъезд к кладбищу деревни Малеевка и деревни Брыли от автомобильной дороги Н-11040 Брыли – Малеевка;9/104900
Н-13964;Подъезд к деревне Майщина от автомобильной дороги Н-11042 Малые Белевичи – Катвино;9/104900
Н-13965;Подъезд к кладбищу деревни Борок (Белыничского района) от автомобильной дороги Н-13964 Подъезд к деревне Майщина от автомобильной дороги Н-11042 Малые Белевичи – Катвино;9/104900
Н-13966;Подъезд к посёлку Зеленый от автомобильной дороги Н-11045 Станция Вендриж – посёлок Березовый – Дедки;9/104900
Н-13967;Подъезд к садоводческому товариществу «Вендорож» горисполком» от автомобильной дороги Н-11045 Станция Вендриж – посёлок Березовый – Дедки;9/104900
Н-13968;Подъезд к садоводческому товариществу «Мебельщик» от автомобильной дороги Н-11045 Станция Вендриж – посёлок Березовый – Дедки;9/104900
Н-13969;Подъезд к кладбищу деревни Лубнище от автомобильной дороги Н-11048 Никитиничи – Лубнище – Залубнище;9/104900
Н-13970;Подъезд к кладбищу деревни Залубнище от автомобильной дороги Н-11048 Никитиничи – Лубнище – Залубнище;9/104900
Н-13971;Подъезд к деревне Старый Синин от автомобильной дороги Н-11049 Вендорож – Березовка – Поддубье – Александров – Большие Белевичи;9/104900
Н-13972;Подъезд к садоводческому товариществу «Хоново-2» от автомобильной дороги Н-13971 Подъезд к деревне Старый Синин от автомобильной дороги Н-11049 Вендорож – Березовка – Поддубье – Александров – Большие Белевичи;9/104900
Н-13973;Подъезд к кладбищу деревни Березовка от автомобильной дороги Н-11049 Вендорож – Березовка – Поддубье – Александров – Большие Белевичи;9/104900
Н-13974;Подъезд к деревне Угалье от автомобильной дороги Н-11049 Вендорож – Березовка – Поддубье – Александров – Большие Белевичи;9/104900
Н-13975;Подъезд к кладбищу деревни Угалье от автомобильной дороги Н-13974 Подъезд к деревне Угалье от автомобильной дороги Н-11049 Вендорож – Березовка – Поддубье – Александров – Большие Белевичи;9/104900
Н-13977;Подъезд к деревне Новый Синин от автомобильной дороги Н-11049 Вендорож – Березовка – Поддубье – Александров – Большие Белевичи;9/104900
Н-13978;Подъезд к деревне Новый Вендорож от автомобильной дороги Н-11049 Вендорож – Березовка – Поддубье – Александров – Большие Белевичи;9/104900
Н-13979;Подъезд к кладбищу деревни Тумановка от автомобильной дороги Н-11050 Веккер – Тумановка;9/104900
Н-13981;Подъезд к деревне Незовка от автомобильной дороги Н-11055 Незовка – Городок (до автомобильной дороги Р-93 Могилев – Бобруйск);9/104900
Н-13982;Подъезд к кладбищу деревни Незовка от автомобильной дороги Н-11055 Незовка – Городок (до автомобильной дороги Р-93 Могилев – Бобруйск);9/104900
Н-13983;Подъезд к деревне Новосёлки 1 от автомобильной дороги Н-11056 Новосёлки 2 – Новосёлки 1;9/122773
Н-13984;Подъезд к садоводческому товариществу «Мелиоратор» от автомобильной дороги Н-11434 Темровичи – Васьковичи – Городня;9/104900
Н-13985;Подъезд к санаторию «Зарница» от автомобильной дороги М-4 Минск – Могилев;9/104900
Н-13986;Подъезд к агрогородку Княжицы от автомобильной дороги М-4 Минск – Могилев;9/104900
Н-13987;Подъезд к деревне Сумароково от автомобильной дороги М-4 Минск – Могилев;9/104900
Н-13988;Подъезд к деревне Агеевка от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13989;Подъезд к деревне Новая Милеевка от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13990;Подъезд к кладбищу деревни Новая Милеевка от автомобильной дороги Н-13989 Подъезд к деревне Новая Милеевка от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13992;Подъезд к деревне Мошенаки от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13993;Подъезд к кладбищу деревни Мошенаки от автомобильной дороги Н-13992 Подъезд к деревне Мошенаки от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13994;Подъезд к деревне Мишковка от автомобильной дороги Н-13992 Подъезд к деревне Мошенаки от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13995;Подъезд к кладбищу деревни Мишковка от автомобильной дороги Н-13994 Подъезд к деревне Мишковка от автомобильной дороги Н-13992 Подъезд к деревне Мошенаки от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13996;Подъезд к деревне Агеевка от автомобильной дороги Н-13992 Подъезд к деревне Мошенаки от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13997;Подъезд к деревне Макаренцы от автомобильной дороги Н-13992 Подъезд к деревне Мошенаки от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13998;Подъезд к кладбищу деревни Макаренцы от автомобильной дороги Н-13992 Подъезд к деревне Макаренцы от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-13999;Подъезд к деревне Шапчицы от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14000;Подъезд к кладбищу деревни Шапчицы от автомобильной дороги Н-13999 Подъезд к деревне Шапчицы от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14001;Подъезд к птицефабрике «Елец» открытого акционерного общества Могилевхлебпродукт от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14002;Подъезд к паромной переправе через реку Днепр от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14003;Подъезд к кладбищу деревни Боровка от автомобильной дороги Н-14002 Подъезд к паромной переправе через реку Днепр от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14004;Подъезд к садоводческому товариществу «ТЭЦ-2» от автомобильной дороги Н-14002 Подъезд к паромной переправе через реку Днепр от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14005;Подъезд № 1 к деревне Дары (до города Могилева) от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/112223
Н-14006;Подъезд № 2 к деревне Дары от автомобильной дороги Н-14005 Подъезд № 1 к деревне Дары (до города Могилева) от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/112223
Н-14007;Подъезд к садоводческому товариществу «Солнечное» от автомобильной дороги Н-14005 Подъезд № 1 к деревне Дары (до города Могилева) от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/112223
Н-14008;Подъезд к садоводческому товариществу «Восток 2008» от автомобильной дороги Н-14007 Подъезд к садоводческому товариществу «Солнечное» от автомобильной дороги Н-14005 Подъезд № 1 к деревне Дары (до города Могилева) от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/112223
Н-14009;Подъезд к кладбищу деревни Фойно от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14010;Подъезд к деревне Лыково от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14011;Подъезд к кладбищу деревни Лыково от автомобильной дороги Н-14010 Подъезд к деревне Лыково от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14012;Подъезд к деревне Константиновка от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14013;Подъезд к посёлку Мирный от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14014;Подъезд к садоводческому товариществу «Профилактик» от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14016;Подъездная дорога к филиалу «Больница медицинской реабилитации» учреждения здравоохранения «Могилевский областной лечебно-диагностический центр» от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14017;Подъезд к санаторию-профилакторию «Сосны» в деревне Шапчицы от автомобильной дороги Н-14016 Подъездная дорога к филиалу «Больница медицинской реабилитации» учреждения здравоохранения «Могилевский областной лечебно-диагностический центр» от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14018;Подъезд к кладбищу деревни Тараново и агрогородка Кадино от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14019;Подъезд к агрогородку Сидоровичи от автомобильной дороги М-8/Е 95 Граница Российской Федерации (Езерище) – Витебск – Гомель – граница Украины (Новая Гута);9/104900
Н-14020;Подъезд к деревне Краснополье-2 от города Могилева;9/104900
Н-14021;Подъезд к посёлку Днепр от города Могилева;9/104900
Н-14022;Подъезд к садоводческому товариществу «Днепр» от города Могилева;9/104900
Н-14023;Подъезд к деревне Городок от города Могилева;9/104900
Н-14024;Подъезд к деревне Никитиничи (Аэропорт) от автомобильной дороги М-4/П 1 Подъезд к аэропорту Могилев от автомобильной дороги М-4;9/104900
Н-14025;Подъезд к комплексу открытого акционерного общества "Агрокомбинат «Восход»" от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14026;Подъезд № 1 к деревне Вильчицы от автомобильной дороги Н-14025 Подъезд к комплексу открытого акционерного общества "Агрокомбинат «Восход»" от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14027;Подъезд № 2 к деревне Вильчицы от автомобильной дороги Н-14025 Подъезд к комплексу открытого акционерного общества "Агрокомбинат «Восход»" от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14028;Подъезд к водохранилищу от автомобильной дороги Н-14025 Подъезд к комплексу открытого акционерного общества "Агрокомбинат «Восход»" от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14029;Подъезд к заводу по производству битумной эмульсии от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14030;Подъезд к автобазе от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14031;Подъезд к деревне Черемушки от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14032;Подъезд к деревне Любуж от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14034;Подъезд к базе дорожного ремонтно-строительного управления № 128 от автомобильной дороги М-8/П 5 Подъезд к городу Могилеву от автомобильной дороги М-8/Е 95;9/104900
Н-14035;Подъезд к деревне Возрождение от автомобильной дороги Р-120 Быхов – Белыничи;9/104900
Н-14036;Подъезд к садоводческому товариществу «Ремонтник» от автомобильной дороги Р-120 Быхов – Белыничи;9/104900
Н-14037;Подъезд к агрогородку Кадино от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14038;Подъезд к кладбищу № 1 агрогородка Кадино от автомобильной дороги Н-14037 Подъезд к агрогородку Кадино от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14039;Подъезд к деревне Тараново от автомобильной дороги Н-14037 Подъезд к агрогородку Кадино от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14040;Подъезд к агрогородку Романовичи от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14041;Подъезд к железнодорожному остановочному пункту «Дары» от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14042;Подъезд к деревне Большая Боровка от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14043;Подъезд к деревне Городня от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14044;Подъезд к кладбищу деревни Городня от автомобильной дороги Н-14043 Подъезд к деревне Городня от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14045;Подъезд к деревне Медведовка от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14046;Подъезд к кладбищу деревни Медведовка от автомобильной дороги Н-14045 Подъезд к деревне Медведовка от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14047;Подъезд № 1 к деревне Подбелье от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14048;Подъезд к садоводческому товариществу «Дубок» от автомобильной дороги Н-14049 Подъезд к садоводческому товариществу «ПСК Дары» от автомобильной дороги Н-14136 Подъезд № 2 к деревне Подбелье от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14049;Подъезд к садоводческому товариществу «ПСК Дары» от автомобильной дороги Н-14136 Подъезд № 2 к деревне Подбелье от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14050;Подъезд к садоводческим товариществам «Мелиоратор» и «Связист» от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14051;Подъезд к садоводческому товариществу «Профилактик» от автомобильной дороги Н-14050 Подъезд к садоводческим товариществам «Мелиоратор» и «Связист» от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14052;Подъезд к садоводческому товариществу «Радуга» от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14053;Подъезд к садоводческому товариществу «Приднепровка» от автомобильной дороги Р-122 Могилев – Чериков – Костюковичи;9/104900
Н-14054;Подъезд к деревне Грибаны от автомобильной дороги Р-123 Селец (от автомобильной дороги Р-93) – Мосток – Дрибин – Горки;9/104900
Н-14055;Подъезд к кладбищу деревни Грибаны от автомобильной дороги Н-14054 Подъезд к деревне Грибаны от автомобильной дороги Р-123 Селец (от автомобильной дороги Р-93) – Мосток – Дрибин – Горки;9/104900
Н-14056;Подъезд к деревне Круги от автомобильной дороги Р-123 Селец (от автомобильной дороги Р-93) – Мосток – Дрибин – Горки;9/104900
Н-14057;Подъезд к кладбищу деревни Круги от автомобильной дороги Н-14056 Подъезд к деревне Круги от автомобильной дороги Р-123 Селец (от автомобильной дороги Р-93) – Мосток – Дрибин – Горки;9/104900
Н-14058;Подъезд к деревне Макрусинка от автомобильной дороги Р-123 Селец (от автомобильной дороги Р-93) – Мосток – Дрибин – Горки;9/104900
Н-14059;Подъезд к деревне Затишье от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14060;Подъезд к деревне Амховая 1 от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14061;Подъезд к деревне Амховая 2 от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14062;Подъезд к кладбищу деревни Амховая 2 от автомобильной дороги Н-14061 Подъезд к деревне Амховая 2 от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14063;Подъезд к деревне Полетники от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14064;Подъезд к садоводческому товариществу «Бытовик» от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14065;Подъезд к кладбищу деревни Затишье от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14066;Подъезд к деревне Зимница от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14067;Подъезд к кладбищу деревни Зимница от автомобильной дороги Н-14066 Подъезд к деревне Зимница от автомобильной дороги Р-71 Могилев – Славгород;9/104900
Н-14068;Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14069;Подъезд к кладбищу деревни Софиевка от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14070;Подъезд к агрогородку Речки от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14071;Подъезд к садоводческому товариществу «Лотос» от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14072;Подъезд к садоводческому товариществу «Лужки ЖБИ-7» от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14073;Подъезд к кладбищу деревни Лужки от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14075;Подъезд к кладбищу агрогородка Речки от автомобильной дороги Н-14068 Подъезд к деревне Селище от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14076;Подъезд к агрогородку Полыковичи от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14077;Подъезд к деревне Купелы от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14078;Подъезд к кладбищу в деревне Купелы от автомобильной дороги Н-14077 Подъезд к деревне Купелы от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14079;Подъезд к железнодорожному остановочному пункту «Полыковские Хутора» от автомобильной дороги Р-76 Орша – Шклов – Могилев;9/104900
Н-14080;Подъезд к агрогородку Буйничи от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14081;Подъезд к кладбищу агрогородка Буйничи от автомобильной дороги Н-14080 Подъезд к агрогородку Буйничи от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14082;Подъезд к государственному учреждению социального обслуживания «Солтановский психоневрологический дом-интернат» от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14083;Подъезд к птицефабрике Филиал «Серволюкс Агро» закрытого акционерного общества «Серволюкс» в агрогородке Межисетки от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14084;Подъезд к агрогородку Межисетки от автомобильной дороги Н-14083 Подъезд к птицефабрике Филиал «Серволюкс Агро» закрытого акционерного общества «Серволюкс» в агрогородке Межисетки от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14085;Подъезд к кладбищу агрогородка Межисетки от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14086;Подъезд к санаторию «Энергетик» от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14087;Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14088;Подъезд к железнодорожной станции Голынец от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14089;Подъезд к садоводческому товариществу «Гвоздика» от автомобильной дороги Н-14088 Подъезд к железнодорожной станции Голынец от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14090;Подъезд к садоводческому товариществу «Колос» от автомобильной дороги Н-14088 Подъезд к железнодорожной станции Голынец от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14091;Подъезд к деревне Залесье от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14092;Подъезд к садоводческому товариществу «Залесье (педуниверситет)» от автомобильной дороги Н-14091 Подъезд к деревне Залесье от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14093;Подъезд к деревне Копейное от автомобильной дороги Н-14091 Подъезд к деревне Залесье от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14094;Подъезд к деревне Бортняки от автомобильной дороги Н-14091 Подъезд к деревне Залесье от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14095;Подъезд к садоводческому товариществу «Химик-2» от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14096;Подъезд к садоводческому товариществу «Вита» от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14097;Подъезд к садоводческому товариществу «Далила» от автомобильной дороги Н-14096 Подъезд к садоводческому товариществу «Вита» от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14098;Подъезд к садоводческому товариществу «Гороно» от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14099;Подъезд к садоводческому товариществу «Банковец» от автомобильной дороги Н-14095 Подъезд к садоводческому товариществу «Химик-2» от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
Н-14100;Подъезд к садоводческому товариществу «ПСК Двуречье» от автомобильной дороги Н-14087 Подъезд к железнодорожной станции Вендриж от автомобильной дороги Р-93 Могилев – Бобруйск;9/104900
