4;r5598431;Буда-Кашалёва;
4;r6727577;Губіцкі сельскі Савет;
4;r8100457;Гусявіцкі сельскі Савет;
4;r8100456;Камунараўскі сельскі Савет;
4;r6727990;Кашалёўскі сельскі Савет;
4;r8100455;Крыўскі сельскі Савет;
4;r8100454;Ліпініцкі сельскі Савет;
4;r6885975;Марозавіцкі сельскі Савет;
4;r8100453;Мікалаеўскі сельскі Савет;
4;r6882070;Акцябрскі сельскі Савет;
4;r6727872;Патапаўскі сельскі Савет;
4;r8100452;Рагінскі сельскі Савет;
4;r8100451;Уваравіцкі сельскі Савет;
4;r8100450;Узоўскі сельскі Савет;
4;r8100449;Чабатовіцкі сельскі Савет;
4;r8100448;Шырокаўскі сельскі Савет;
3;r70795;Веткаўскі раён;
4;r4679831;Ветка;
4;r8031185;Вяліканямкоўскі сельскі Савет;
4;r8031184;Данілавіцкі сельскі Савет;
4;r8031182;Неглюбскі сельскі Савет;
4;r8031181;Прыснянскі сельскі Савет;
4;r8031180;Радужскі сельскі Савет;
4;r8031179;Свяцілавіцкі сельскі Савет;
4;r8031178;Стаўбунскі сельскі Савет;
4;r8031177;Хальчанскі сельскі Савет;
3;r1469691;Гомельскі раён;
4;r8031175;Аздзелінскі сельскі Савет;
4;r8031174;Бабовіцкі сельскі Савет;
4;r8031173;Бальшавіцкі сельскі Савет;
4;r8031172;Грабаўскі сельскі Савет;
4;r8031171;Даўгалескі сельскі Савет;
4;r8031170;Яромінскі сельскі Савет;
4;r8031169;Зябраўскі сельскі Савет;
4;r8031168;Красненскі сельскі Савет;
4;r8031167;Маркавіцкі сельскі Савет;
4;r8031165;Пакалюбіцкі сельскі Савет;
4;r8031166;Прыбарскі сельскі Савет;
4;r8031164;Прыбыткаўскі сельскі Савет;
4;r8031163;Руднямарымонаўскі сельскі Савет;
4;r8031162;Цярэніцкі сельскі Савет;
4;r8031161;Цярэшкавіцкі сельскі Савет;
4;r8031160;Цярухскі сельскі Савет;
4;r8031159;Улукаўскі сельскі Савет;
4;r8031158;Урыцкі сельскі Савет;
4;r8031157;Чонкаўскі сельскі Савет;
4;r8031156;Чарацянскі сельскі Савет;
4;r8031155;Шарпілаўскі сельскі Савет;
3;r59092;Добрушскі раён;
4;r5598556;Добруш;
4;r8065406;Баршчоўскі сельскі Савет;
4;r8065405;Жгунскі сельскі Савет;
4;r8065404;Івакаўскі сельскі Савет;
4;r8065403;Кармянскі сельскі Савет;
4;r8065402;Кругавец-Калінінскі сельскі Савет;
4;r8065401;Крупецкі сельскі Савет;
4;r8065399;Ленінскі сельскі Савет;
4;r8065398;Насовіцкі сельскі Савет;
4;r8065397;Пераростаўскі сельскі Савет;
4;r8065396;Рассветаўскі сельскі Савет;
4;r8065407;Церахоўскі сельскі Савет;
4;r8065395;Усохабудскі сельскі Савет;
4;r8065394;Уцеўскі сельскі Савет;
3;r70810;Ельскі раён;
4;r5598567;Ельск;
4;r8030871;Валаўскі сельскі Савет;
4;r8030868;Дабрынскі сельскі Савет;
4;r8030864;Засінцаўскі сельскі Савет;
4;r8030870;Качышчанскі сельскі Савет;
4;r8030867;Рамязоўскі сельскі Савет;
4;r8030866;Скараднянскі сельскі Савет;
4;r8030865;Старавысокаўскі сельскі Савет;
3;r71149;Жыткавіцкі раён;
4;r5598580;Жыткавічы;
4;r5598584;Тураў;
4;r8087863;Верасніцкі сельскі Савет;
4;r8087861;Ленінскі сельскі Савет;
4;r8087860;Людзяневіцкі сельскі Савет;
4;r8087859;Мілевіцкі сельскі Савет;
4;r8087858;Марохараўскі сельскі Савет;
4;r8087857;Азяранскі сельскі Савет;
4;r8087854;Рычоўскі сельскі Савет;
4;r8087855;Руднянскі сельскі Савет;
4;r8087853;Чырвоненскі сельскі Савет;
4;r8087852;Юркевіцкі сельскі Савет;
3;r59167;Жлобінскі раён;
4;r5598358;Жлобін;
4;r6155126;Дабрагашчанскі сельскі Савет;
4;r6322095;Кіраўскі сельскі Савет;
4;r6149729;Кароткавіцкі сельскі Савет;
4;r6140137;Краснабярэжскі сельскі Савет;
4;r6152156;Луцкі сельскі Савет;
4;r6316894;Майскі сельскі Савет;
4;r6152697;Малевіцкі сельскі Савет;
4;r6175614;Навамаркавіцкі сельскі Савет;
4;r6316753;Акцябрскі сельскі Савет;
4;r6174599;Папаратнянскі сельскі Савет;
4;r6352455;Пірэвіцкі сельскі Савет;
4;r6154764;Салонскі сельскі Савет;
4;r6346386;Стараруднянскі сельскі Савет;
4;r6185476;Стрэшынскі сельскі Савет;
4;r6137679;Шчадрынскі сельскі Савет;
3;r70814;Калінкавіцкі раён;
4;r5598615;Калінкавічы;
4;r8087905;Вялікааўцюкоўскі сельскі Савет;
4;r8087907;Гарбавіцкі сельскі Савет;
4;r8087906;Гарочыцкі сельскі Савет;
4;r8087903;Даманавіцкі сельскі Савет;
4;r8087904;Дудзіцкі сельскі Савет;
4;r8087902;Зеляноцкі сельскі Савет;
4;r8087901;Капліцкі сельскі Савет;
4;r8087900;Казловіцкі сельскі Савет;
4;r8087899;Ліпаўскі сельскі Савет;
