
master;r1767220;bus;Аўтобус №1: Вакзал - Ціманава;Автобус №1: Вокзал - Тимоново;
route;r1767215;bus;Аўтобус №1: Вакзал - Ціманава;Автобус №1: Вокзал - Тимоново;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|way не паслядоўныя|way занадта разарваны|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынкі ідуць не паслядоўна|платформы адсутнічаюць|прыпынак "Хлебазавод": не знойдзены 'public_transport'|прыпынак "Хлебазавод": не знойдзены 'bus'|прыпынак "Сельгастэхніка": не знойдзены 'public_transport'|прыпынак "Сельгастэхніка": не знойдзены 'bus'|прыпынак "Сонечная": 'public_transport' не роўны "stop_position"|прыпынак "Сонечная": не знойдзены 'bus'|прыпынак "Школа": 'public_transport' не роўны "stop_position"|прыпынак "Школа": не знойдзены 'bus'|прыпынак "Бальніца": не знойдзены 'public_transport'|прыпынак "Бальніца": не знойдзены 'bus'|прыпынак "вуліца Болдзіна": 'public_transport' не роўны "stop_position"|прыпынак "вуліца Болдзіна": не знойдзены 'bus'|прыпынак "парк": не знойдзены 'public_transport'|прыпынак "парк": не знойдзены 'bus'|прыпынак "Аўтастанцыя": 'public_transport' не роўны "stop_position"|прыпынак "Аўтастанцыя": не знойдзены 'bus'|прыпынак "Рынак": не знойдзены 'public_transport'|прыпынак "Рынак": не знойдзены 'bus'|прыпынак "?": не знойдзены 'public_transport'|прыпынак "?": не знойдзены 'bus'|прыпынак "Загарадная": не знойдзены 'public_transport'|прыпынак "Загарадная": не знойдзены 'bus'|прыпынак "ПМК-256": не знойдзены 'public_transport'|прыпынак "ПМК-256": не знойдзены 'bus'|прыпынак "Вапнавы завод": не знойдзены 'public_transport'|прыпынак "Вапнавы завод": не знойдзены 'bus'|прыпынак "КБМ": не знойдзены 'public_transport'|прыпынак "КБМ": не знойдзены 'bus'|прыпынак "ЛВЗ": не знойдзены 'public_transport'|прыпынак "ЛВЗ": не знойдзены 'bus'|прыпынак "Ціманава": не знойдзены 'public_transport'|прыпынак "Ціманава": не знойдзены 'bus'|маршрут: не знойдзены 'public_transport:version'|маршрут: не знойдзены 'from'|маршрут: не знойдзены 'to'|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'
route;r1767216;bus;Аўтобус №1: Ціманава - Вакзал;Автобус №1: Тимоново - Вокзал;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|way не паслядоўныя|way занадта разарваны|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынкі ідуць не паслядоўна|платформы адсутнічаюць|прыпынак "Ціманава": не знойдзены 'public_transport'|прыпынак "Ціманава": не знойдзены 'bus'|прыпынак "ЛВЗ": не знойдзены 'public_transport'|прыпынак "ЛВЗ": не знойдзены 'bus'|прыпынак "КБМ": не знойдзены 'public_transport'|прыпынак "КБМ": не знойдзены 'bus'|прыпынак "Вапнавы завод": не знойдзены 'public_transport'|прыпынак "Вапнавы завод": не знойдзены 'bus'|прыпынак "ПМК-256": не знойдзены 'public_transport'|прыпынак "ПМК-256": не знойдзены 'bus'|прыпынак "Загарадная": не знойдзены 'public_transport'|прыпынак "Загарадная": не знойдзены 'bus'|прыпынак "Рынак": не знойдзены 'public_transport'|прыпынак "Рынак": не знойдзены 'bus'|прыпынак "?": не знойдзены 'public_transport'|прыпынак "?": не знойдзены 'bus'|прыпынак "Аўтастанцыя": 'public_transport' не роўны "stop_position"|прыпынак "Аўтастанцыя": не знойдзены 'bus'|прыпынак "парк": 'public_transport' не роўны "stop_position"|прыпынак "парк": не знойдзены 'bus'|прыпынак "вуліца Болдзіна": 'public_transport' не роўны "stop_position"|прыпынак "Бальніца": не знойдзены 'public_transport'|прыпынак "Бальніца": не знойдзены 'bus'|прыпынак "Школа": 'public_transport' не роўны "stop_position"|прыпынак "Школа": не знойдзены 'bus'|прыпынак "Сонечная": 'public_transport' не роўны "stop_position"|прыпынак "Сонечная": не знойдзены 'bus'|прыпынак "Сельгастэхніка": не знойдзены 'public_transport'|прыпынак "Сельгастэхніка": не знойдзены 'bus'|прыпынак "Хлебазавод": не знойдзены 'public_transport'|прыпынак "Хлебазавод": не знойдзены 'bus'|прыпынак "Вакзал": не знойдзены 'public_transport'|прыпынак "Вакзал": не знойдзены 'bus'|маршрут: не знойдзены 'public_transport:version'|маршрут: не знойдзены 'from'|маршрут: не знойдзены 'to'|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r1819771;bus;Автобус №1: Апутак - Арджэнікідзэ;Автобус №1: Апуток - Орджоникидзе;
route;r1819770;bus;Аўтастанцыя - Апутак;Автостанция - Апуток;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|way не паслядоўныя|way занадта разарваны|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 8 платформаў|платформа "Вуліца Першамайская": не знойдзены 'public_transport'|платформа "р/к Апутак": не знойдзены 'public_transport'|маршрут: не знойдзены 'public_transport:version'|маршрут: не знойдзены 'from'|маршрут: не знойдзены 'to'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r2064921;bus;Аўтастанцыя-Новая Зара;Автостанция-Новая Заря;
route;r2064920;bus;Новая Зара-Аўтастанцыя;Новая Заря-Автостанция;прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 7 платформаў|платформа "СШ №3": не знойдзены 'public_transport'|платформа "Хельсінкі": не знойдзены 'public_transport'|платформа "Паліклініка": не знойдзены 'public_transport'|платформа "Гімназія": не знойдзены 'public_transport'|платформа "Рынак": не знойдзены 'public_transport'|платформа "Чыгуначны вакзал": не знойдзены 'public_transport'|маршрут: не знойдзены 'public_transport:version'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'
route;r2064919;bus;Аўтастанцыя-Новая Зара;Автостанция-Новая Заря;прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 7 платформаў|платформа "Чыгуначны вакзал": не знойдзены 'public_transport'|платформа "Рынак": не знойдзены 'public_transport'|платформа "Гімназія": не знойдзены 'public_transport'|платформа "Паліклініка": не знойдзены 'public_transport'|платформа "Хельсінкі": не знойдзены 'public_transport'|платформа "СШ №3": не знойдзены 'public_transport'|маршрут: не знойдзены 'public_transport:version'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r2072097;bus;Марʼіна Горка - Мінск;Марьина Горка - Минск;
route;r2072095;bus;Марʼіна Горка - Мінск;Марьина Горка - Минск;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|не супадае колькасць: 1 прыпынкаў і 3 платформаў|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'
route;r2072096;bus;Мінск - Марʼіна Горка;Минск - Марьина Горка;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|не супадае колькасць: 1 прыпынкаў і 2 платформаў|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r2082238;bus;Марʼіна Горка - Пухавічы;Марьина Горка - Пуховичи;
route;r2082235;bus;Марʼіна Горка - Пухавічы;Марьина Горка - Пуховичи;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 11 платформаў|платформа "Пераезд": не знойдзены 'public_transport'|платформа "Дубравы": не знойдзены 'public_transport'|платформа "Маркаўчызна": не знойдзены 'public_transport'|платформа "Бальніца": не знойдзены 'public_transport'|платформа "Пухавічы": не знойдзены 'public_transport'|платформа "Пвс": не знойдзены 'public_transport'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'
route;r2082237;bus;Пухавічы — Марʼіна Горка;Пуховичи — Марьина Горка;у 'name:be' спецыяльныя знакі "—"|у 'name:ru' спецыяльныя знакі "—"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 13 платформаў|платформа "Пвс": не знойдзены 'public_transport'|платформа "Пухавічы": не знойдзены 'public_transport'|платформа "?": не знойдзены 'public_transport'|платформа "Маркаўчызна": не знойдзены 'public_transport'|платформа "Дубравы": не знойдзены 'public_transport'|платформа "Калініна": не знойдзены 'public_transport'|платформа "Пераезд": не знойдзены 'public_transport'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r2082239;bus;Новая Зара - Крыніца;Новая Заря - Криница;
route;r2082233;bus;Крыніца - Новая Зара;Криница - Новая Заря;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 8 платформаў|платформа "Крыніца": не знойдзены 'public_transport'|платформа "Чыгуначны вакзал": не знойдзены 'public_transport'|платформа "Рынак": не знойдзены 'public_transport'|платформа "Гімназія": не знойдзены 'public_transport'|платформа "Паліклініка": не знойдзены 'public_transport'|платформа "Хельсінкі": не знойдзены 'public_transport'|платформа "СШ №3": не знойдзены 'public_transport'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'
route;r2082236;bus;Новая Зара - Крыніца;Новая Заря - Криница;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 9 платформаў|платформа "СШ №3": не знойдзены 'public_transport'|платформа "Хельсінкі": не знойдзены 'public_transport'|платформа "Паліклініка": не знойдзены 'public_transport'|платформа "Гімназія": не знойдзены 'public_transport'|платформа "Рынак": не знойдзены 'public_transport'|платформа "Чыгуначны вакзал": не знойдзены 'public_transport'|платформа "Пераезд": не знойдзены 'public_transport'|платформа "Крыніца": не знойдзены 'public_transport'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r2082243;bus;Марʼіна Горка — Дубраўка;Марьина Горка — Дубровка;
route;r2082242;bus;Марʼіна Горка — Дубраўка;Марьина Горка — Дубровка;у 'name:be' спецыяльныя знакі "—"|у 'name:ru' спецыяльныя знакі "—"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 9 платформаў|платформа "Чыгуначны вакзал": не знойдзены 'public_transport'|платформа "ж/д магазін": не знойдзены 'public_transport'|платформа "КХП": не знойдзены 'public_transport'|платформа "Райаграсэрвіс": не знойдзены 'public_transport'|платформа "Міхайлова 1": не знойдзены 'public_transport'|маршрут: не знойдзены 'public_transport:version'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'
route;r2082241;bus;Дубраўка — Марʼіна Горка;Дубровка — Марьина Горка;у 'name:be' спецыяльныя знакі "—"|у 'name:ru' спецыяльныя знакі "—"|way не паслядоўныя|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 10 платформаў|платформа "Міхайлова 1": не знойдзены 'public_transport'|платформа "Райаграсэрвіс": не знойдзены 'public_transport'|платформа "КХП": не знойдзены 'public_transport'|платформа "ж/д магазін": не знойдзены 'public_transport'|платформа "Чыгуначны вакзал": не знойдзены 'public_transport'|маршрут: не знойдзены 'public_transport:version'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r2126553;bus;Аўтобус № 16Э;Автобус № 16Э;
route;r2896189;bus;Аўтобус №16Э: Вішнявец — вуліца Белыя Росы;Автобус №16Э: Вишневец — улица Белые Росы;у 'name:be' спецыяльныя знакі "—"|у 'name:ru' спецыяльныя знакі "—"|way не паслядоўныя|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 14 платформаў|назва 'name:be' майстар-маршруту не "Аўтобус №16Э"|назва 'name:ru' майстар-маршруту не "Aвтобус №16Э"
route;r2896190;bus;Аўтобус №16Э: рынак Паўднёвы — вуліца Белыя Росы;Автобус №16Э: рынок Южный — улица Белые Росы;у 'name:be' спецыяльныя знакі "—"|у 'name:ru' спецыяльныя знакі "—"|way не паслядоўныя|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 13 платформаў|назва 'name:be' майстар-маршруту не "Аўтобус №16Э"|назва 'name:ru' майстар-маршруту не "Aвтобус №16Э"
route;r2896191;bus;Аўтобус №16Э: вуліца Белыя Росы — Вішнявец;Автобус №16Э: улица Белые Росы — Вишневец;у 'name:be' спецыяльныя знакі "—"|у 'name:ru' спецыяльныя знакі "—"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 15 платформаў|назва 'name:be' майстар-маршруту не "Аўтобус №16Э"|назва 'name:ru' майстар-маршруту не "Aвтобус №16Э"
route;r2896192;bus;Аўтобус №16Э: вуліца Белыя Росы — рынак Паўднёвы;Автобус №16Э: улица Белые Росы — рынок Южный;у 'name:be' спецыяльныя знакі "—"|у 'name:ru' спецыяльныя знакі "—"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 14 платформаў|назва 'name:be' майстар-маршруту не "Аўтобус №16Э"|назва 'name:ru' майстар-маршруту не "Aвтобус №16Э"

master;r2219405;bus;Аўтобус №10 Т: Рудзенск - Дружны - Свіслач;Автобус №10Т: Руденск - Дружный - Свичлочь;
route;r2219402;bus;Аўтобус №10Т: Рудзенск - Дружны - Свіслач;Автобус №10Т: Руденск - Дружный - Свислочь;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 7 платформаў|платформа "?": не знойдзены 'public_transport'|платформа "Дружны": не знойдзены 'public_transport'|платформа "Школа": не знойдзены 'public_transport'|платформа "Паліклініка": не знойдзены 'public_transport'|платформа "Цэнтр (Свіслач)": не знойдзены 'public_transport'|маршрут: 'public_transport:version' не роўны "2"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'
route;r2219404;bus;Аўтобус №10Т: Свіслач - Дружны - Рудзенск;Автобус №10Т: Свислочь - Дружный - Руденск;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|прыпынкі адсутнічаюць|не супадае колькасць: 0 прыпынкаў і 7 платформаў|платформа "бальніца (Свіслач)": не знойдзены 'public_transport'|платформа "Цэнтр (Свіслач)": не знойдзены 'public_transport'|платформа "Паліклініка": не знойдзены 'public_transport'|платформа "Дружны": не знойдзены 'public_transport'|платформа "?": не знойдзены 'public_transport'|маршрут: не знойдзены 'public_transport:version'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Аўтобус №?"|назва 'name:ru' майстар-маршруту не "Aвтобус №?"|майстар-маршрут: не знойдзены 'ref'

master;r2270172;trolleybus;Тралейбус 1;Троллейбус 1;
route;r2270170;trolleybus;Тралейбус 1: Вакзал → Прадпрыемства «Салеа-Гомель»;Троллейбус 1: Вокзал → Предприятие «Салео-Гомель»;назва 'name:be' майстар-маршруту не "Тралейбус №1"|назва 'name:ru' майстар-маршруту не "Тролейбус №1"
route;r2270171;trolleybus;Тралейбус 1: Прадпрыемства «Салеа-Гомель» → Вакзал;Троллейбус 1: Предприятие «Салео-Гомель» → Вокзал;назва 'name:be' майстар-маршруту не "Тралейбус №1"|назва 'name:ru' майстар-маршруту не "Тролейбус №1"

master;r2270273;train;Гомель - Добруш - Гомель;Гомель - Добруш - Гомель;
route;r2270270;train;Гомель - Добруш;Гомель - Добруш;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|не супадае колькасць: 2 прыпынкаў і 4 платформаў|платформа "Навабеліцкая": 'public_transport' не роўны "platform"|платформа "Бярозкі": 'public_transport' не роўны "platform"|платформа "Дударава": не знойдзены 'public_transport'|маршрут: не знойдзены 'from'|маршрут: не знойдзены 'to'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Цягнік №?"|назва 'name:ru' майстар-маршруту не "Поезд №?"|майстар-маршрут: не знойдзены 'ref'
route;r2270272;train;Добруш - Гомель;Добруш - Гомель;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|прыпынак не належыць маршруту|прыпынкі ідуць не паслядоўна|не супадае колькасць: 2 прыпынкаў і 4 платформаў|платформа "Дударава": не знойдзены 'public_transport'|платформа "Бярозкі": 'public_transport' не роўны "platform"|платформа "Навабеліцкая": 'public_transport' не роўны "platform"|маршрут: не знойдзены 'from'|маршрут: не знойдзены 'to'|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|role платформы не 'public_transport' = "platform"|назва 'name:be' майстар-маршруту не "Цягнік №?"|назва 'name:ru' майстар-маршруту не "Поезд №?"|майстар-маршрут: не знойдзены 'ref'

master;r2625035;trolleybus;Тралейбус №2: Вуліца Народнага Адзінства - Вакзал;Троллейбус №2: Улица Народного Единства - Вокзал;у relation прысутнічае ня толькі relation|у relation прысутнічае ня толькі relation
route;r2625034;trolleybus;Тралейбус №2: Сікорскага - Вакзал;Тролейбус №2: Сикорского - Вокзал;у 'name:be' неправільны злучок " -"|у 'name:ru' неправільны злучок " -"|маршрут адсутнічае|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынак не належыць маршруту|прыпынкі ідуць не паслядоўна|платформы адсутнічаюць|прыпынак "Сікорскага": не знойдзены 'public_transport'|прыпынак "Сікорскага": не знойдзены 'trolleybus'|прыпынак "Паліклініка №7": не знойдзены 'public_transport'|прыпынак "Паліклініка №7": не знойдзены 'trolleybus'|прыпынак "Мікрараён №5": не знойдзены 'public_transport'|прыпынак "Мікрараён №5": не знойдзены 'trolleybus'|прыпынак "вул. Шынная": не знойдзены 'public_transport'|прыпынак "вул. Шынная": не знойдзены 'trolleybus'|прыпынак "Аграмаш": не знойдзены 'public_transport'|прыпынак "Аграмаш": не знойдзены 'trolleybus'|прыпынак "Інстытут": не знойдзены 'public_transport'|прыпынак "Інстытут": не знойдзены 'trolleybus'|прыпынак "Кальцо БШК": 'public_transport' не роўны "stop_position"|прыпынак "Тэхнікум": 'public_transport' не роўны "stop_position"|прыпынак "Гарбарны камбінат": 'public_transport' не роўны "stop_position"|прыпынак "Завод КПД": 'public_transport' не роўны "stop_position"|прыпынак "Мікрараён": 'public_transport' не роўны "stop_position"|прыпынак "Беларусьгуматэхніка": 'public_transport' не роўны "stop_position"|прыпынак "вуліца Шміта": 'public_transport' не роўны "stop_position"|прыпынак "вуліца Шміта": не знойдзены 'trolleybus'|прыпынак "18-я школа": 'public_transport' не роўны "stop_position"|прыпынак "Кастрычніцкая": 'public_transport' не роўны "stop_position"|прыпынак "Дом сувязі": не знойдзены 'public_transport'|прыпынак "Дом сувязі": не знойдзены 'trolleybus'|прыпынак "плошча Леніна": 'public_transport' не роўны "stop_position"|прыпынак "Кінатэатр «Таварыш»": 'public_transport' не роўны "stop_position"|прыпынак "Кінатэатр «Таварыш»": не знойдзены 'trolleybus'|прыпынак "кінатэатр «Мір»": 'public_transport' не роўны "stop_position"|прыпынак "кінатэатр «Мір»": не знойдзены 'trolleybus'|прыпынак "Інтэрнацыянальная вул.": 'public_transport' не роўны "stop_position"|прыпынак "Станцыя «Бабруйск»": 'public_transport' не роўны "stop_position"|маршрут: не знойдзены 'public_transport:version'|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|role прыпынку не 'public_transport' = "stop_position"|назва 'name:be' майстар-маршруту не "Тралейбус №?"|назва 'name:ru' майстар-маршруту не "Тролейбус №?"|майстар-маршрут: не знойдзены 'ref'
